BAND NUMBER,BAND_SIZE,BAND_TYPE,ISSUE OR TRANSFER REQUEST DATE
292194122,1A,BE,03/28/2023
292194123,1A,BE,03/28/2023
292194124,1A,BE,03/28/2023
292194125,1A,BE,03/28/2023
292194126,1A,BE,03/28/2023
292194127,1A,BE,03/28/2023
292194128,1A,BE,03/28/2023
292194129,1A,BE,03/28/2023
292194130,1A,BE,03/28/2023
292194131,1A,BE,03/28/2023
292194132,1A,BE,03/28/2023
292194133,1A,BE,03/28/2023
292194134,1A,BE,03/28/2023
292194135,1A,BE,03/28/2023
292194136,1A,BE,03/28/2023
292194137,1A,BE,03/28/2023
292194138,1A,BE,03/28/2023
292194139,1A,BE,03/28/2023
292194140,1A,BE,03/28/2023
292194141,1A,BE,03/28/2023
292194142,1A,BE,03/28/2023
292194143,1A,BE,03/28/2023
292194144,1A,BE,03/28/2023
292194145,1A,BE,03/28/2023
292194146,1A,BE,03/28/2023
292194147,1A,BE,03/28/2023
292194148,1A,BE,03/28/2023
292194149,1A,BE,03/28/2023
292194150,1A,BE,03/28/2023
292194151,1A,BE,03/28/2023
292194152,1A,BE,03/28/2023
292194153,1A,BE,03/28/2023
292194154,1A,BE,03/28/2023
292194155,1A,BE,03/28/2023
292194156,1A,BE,03/28/2023
292194157,1A,BE,03/28/2023
292194158,1A,BE,03/28/2023
292194159,1A,BE,03/28/2023
292194160,1A,BE,03/28/2023
292194161,1A,BE,03/28/2023
292194162,1A,BE,03/28/2023
292194163,1A,BE,03/28/2023
292194164,1A,BE,03/28/2023
292194165,1A,BE,03/28/2023
292194166,1A,BE,03/28/2023
292194167,1A,BE,03/28/2023
292194168,1A,BE,03/28/2023
292194169,1A,BE,03/28/2023
292194170,1A,BE,03/28/2023
292194171,1A,BE,03/28/2023
292194172,1A,BE,03/28/2023
292194173,1A,BE,03/28/2023
292194174,1A,BE,03/28/2023
292194175,1A,BE,03/28/2023
292194176,1A,BE,03/28/2023
292194177,1A,BE,03/28/2023
292194178,1A,BE,03/28/2023
292194179,1A,BE,03/28/2023
292194180,1A,BE,03/28/2023
292194181,1A,BE,03/28/2023
292194182,1A,BE,03/28/2023
292194183,1A,BE,03/28/2023
292194184,1A,BE,03/28/2023
292194185,1A,BE,03/28/2023
292194186,1A,BE,03/28/2023
292194187,1A,BE,03/28/2023
292194188,1A,BE,03/28/2023
292194189,1A,BE,03/28/2023
292194190,1A,BE,03/28/2023
292194191,1A,BE,03/28/2023
292194192,1A,BE,03/28/2023
292194193,1A,BE,03/28/2023
292194194,1A,BE,03/28/2023
292194195,1A,BE,03/28/2023
292194196,1A,BE,03/28/2023
292194197,1A,BE,03/28/2023
292194198,1A,BE,03/28/2023
292194199,1A,BE,03/28/2023
292194200,1A,BE,03/28/2023
294120301,1B,BE,04/08/2021
294120302,1B,BE,04/08/2021
294120303,1B,BE,04/08/2021
294120304,1B,BE,04/08/2021
294120305,1B,BE,04/08/2021
294120306,1B,BE,04/08/2021
294120307,1B,BE,04/08/2021
294120308,1B,BE,04/08/2021
294120309,1B,BE,04/08/2021
294120310,1B,BE,04/08/2021
294120311,1B,BE,04/08/2021
294120312,1B,BE,04/08/2021
294120313,1B,BE,04/08/2021
294120314,1B,BE,04/08/2021
294120315,1B,BE,04/08/2021
294120316,1B,BE,04/08/2021
294120317,1B,BE,04/08/2021
294120318,1B,BE,04/08/2021
294120319,1B,BE,04/08/2021
294120320,1B,BE,04/08/2021
294120321,1B,BE,04/08/2021
294120322,1B,BE,04/08/2021
294120323,1B,BE,04/08/2021
294120324,1B,BE,04/08/2021
294120325,1B,BE,04/08/2021
294120326,1B,BE,04/08/2021
294120327,1B,BE,04/08/2021
294120328,1B,BE,04/08/2021
294120329,1B,BE,04/08/2021
294120330,1B,BE,04/08/2021
294120331,1B,BE,04/08/2021
294120332,1B,BE,04/08/2021
294120333,1B,BE,04/08/2021
294120334,1B,BE,04/08/2021
294120335,1B,BE,04/08/2021
294120336,1B,BE,04/08/2021
294120337,1B,BE,04/08/2021
294120338,1B,BE,04/08/2021
294120339,1B,BE,04/08/2021
294120340,1B,BE,04/08/2021
294120341,1B,BE,04/08/2021
294120342,1B,BE,04/08/2021
294120343,1B,BE,04/08/2021
294120344,1B,BE,04/08/2021
294120345,1B,BE,04/08/2021
294120346,1B,BE,04/08/2021
294120347,1B,BE,04/08/2021
294120348,1B,BE,04/08/2021
294120349,1B,BE,04/08/2021
294120350,1B,BE,04/08/2021
294120351,1B,BE,04/08/2021
294120352,1B,BE,04/08/2021
294120353,1B,BE,04/08/2021
294120354,1B,BE,04/08/2021
294120355,1B,BE,04/08/2021
294120356,1B,BE,04/08/2021
294120357,1B,BE,04/08/2021
294120358,1B,BE,04/08/2021
294120359,1B,BE,04/08/2021
294120360,1B,BE,04/08/2021
294120361,1B,BE,04/08/2021
294120362,1B,BE,04/08/2021
294120363,1B,BE,04/08/2021
294120364,1B,BE,04/08/2021
294120365,1B,BE,04/08/2021
294120366,1B,BE,04/08/2021
294120367,1B,BE,04/08/2021
294120368,1B,BE,04/08/2021
294120369,1B,BE,04/08/2021
294120370,1B,BE,04/08/2021
294120371,1B,BE,04/08/2021
294120372,1B,BE,04/08/2021
294120373,1B,BE,04/08/2021
294120374,1B,BE,04/08/2021
294120375,1B,BE,04/08/2021
294120376,1B,BE,04/08/2021
294120377,1B,BE,04/08/2021
294120378,1B,BE,04/08/2021
294120379,1B,BE,04/08/2021
294120380,1B,BE,04/08/2021
294120381,1B,BE,04/08/2021
294120382,1B,BE,04/08/2021
294120383,1B,BE,04/08/2021
294120384,1B,BE,04/08/2021
294120385,1B,BE,04/08/2021
294120386,1B,BE,04/08/2021
294120387,1B,BE,04/08/2021
294120388,1B,BE,04/08/2021
294120389,1B,BE,04/08/2021
294120390,1B,BE,04/08/2021
294120391,1B,BE,04/08/2021
294120392,1B,BE,04/08/2021
294120393,1B,BE,04/08/2021
294120394,1B,BE,04/08/2021
294120395,1B,BE,04/08/2021
294120396,1B,BE,04/08/2021
294120397,1B,BE,04/08/2021
294120398,1B,BE,04/08/2021
294120399,1B,BE,04/08/2021
294120400,1B,BE,04/08/2021
294120401,1B,BE,04/08/2021
294120402,1B,BE,04/08/2021
294120403,1B,BE,04/08/2021
294120404,1B,BE,04/08/2021
294120405,1B,BE,04/08/2021
294120406,1B,BE,04/08/2021
294120407,1B,BE,04/08/2021
294120408,1B,BE,04/08/2021
294120409,1B,BE,04/08/2021
294120410,1B,BE,04/08/2021
294120411,1B,BE,04/08/2021
294120412,1B,BE,04/08/2021
294120413,1B,BE,04/08/2021
294120414,1B,BE,04/08/2021
294120415,1B,BE,04/08/2021
294120416,1B,BE,04/08/2021
294120417,1B,BE,04/08/2021
294120418,1B,BE,04/08/2021
294120419,1B,BE,04/08/2021
294120420,1B,BE,04/08/2021
294120421,1B,BE,04/08/2021
294120422,1B,BE,04/08/2021
294120423,1B,BE,04/08/2021
294120424,1B,BE,04/08/2021
294120425,1B,BE,04/08/2021
294120426,1B,BE,04/08/2021
294120427,1B,BE,04/08/2021
294120428,1B,BE,04/08/2021
294120429,1B,BE,04/08/2021
294120430,1B,BE,04/08/2021
294120431,1B,BE,04/08/2021
294120432,1B,BE,04/08/2021
294120433,1B,BE,04/08/2021
294120434,1B,BE,04/08/2021
294120435,1B,BE,04/08/2021
294120436,1B,BE,04/08/2021
294120437,1B,BE,04/08/2021
294120438,1B,BE,04/08/2021
294120439,1B,BE,04/08/2021
294120440,1B,BE,04/08/2021
294120441,1B,BE,04/08/2021
294120442,1B,BE,04/08/2021
294120443,1B,BE,04/08/2021
294120444,1B,BE,04/08/2021
294120445,1B,BE,04/08/2021
294120446,1B,BE,04/08/2021
294120447,1B,BE,04/08/2021
294120448,1B,BE,04/08/2021
294120449,1B,BE,04/08/2021
294120450,1B,BE,04/08/2021
294120451,1B,BE,04/08/2021
294120452,1B,BE,04/08/2021
294120453,1B,BE,04/08/2021
294120454,1B,BE,04/08/2021
294120455,1B,BE,04/08/2021
294120456,1B,BE,04/08/2021
294120457,1B,BE,04/08/2021
294120458,1B,BE,04/08/2021
294120459,1B,BE,04/08/2021
294120460,1B,BE,04/08/2021
294120461,1B,BE,04/08/2021
294120462,1B,BE,04/08/2021
294120463,1B,BE,04/08/2021
294120464,1B,BE,04/08/2021
294120465,1B,BE,04/08/2021
294120466,1B,BE,04/08/2021
294120467,1B,BE,04/08/2021
294120468,1B,BE,04/08/2021
294120469,1B,BE,04/08/2021
294120470,1B,BE,04/08/2021
294120471,1B,BE,04/08/2021
294120472,1B,BE,04/08/2021
294120473,1B,BE,04/08/2021
294120474,1B,BE,04/08/2021
294120475,1B,BE,04/08/2021
294120476,1B,BE,04/08/2021
294120477,1B,BE,04/08/2021
294120478,1B,BE,04/08/2021
294120479,1B,BE,04/08/2021
294120480,1B,BE,04/08/2021
294120481,1B,BE,04/08/2021
294120482,1B,BE,04/08/2021
294120483,1B,BE,04/08/2021
294120484,1B,BE,04/08/2021
294120485,1B,BE,04/08/2021
294120486,1B,BE,04/08/2021
294120487,1B,BE,04/08/2021
294120488,1B,BE,04/08/2021
294120489,1B,BE,04/08/2021
294120490,1B,BE,04/08/2021
294120491,1B,BE,04/08/2021
294120492,1B,BE,04/08/2021
294120493,1B,BE,04/08/2021
294120494,1B,BE,04/08/2021
294120495,1B,BE,04/08/2021
294120496,1B,BE,04/08/2021
294120497,1B,BE,04/08/2021
294120498,1B,BE,04/08/2021
294120499,1B,BE,04/08/2021
294120500,1B,BE,04/08/2021
304046001,0,BE,04/04/2024
304046002,0,BE,04/04/2024
304046003,0,BE,04/04/2024
304046004,0,BE,04/04/2024
304046005,0,BE,04/04/2024
304046006,0,BE,04/04/2024
304046007,0,BE,04/04/2024
304046008,0,BE,04/04/2024
304046009,0,BE,04/04/2024
304046010,0,BE,04/04/2024
304046011,0,BE,04/04/2024
304046012,0,BE,04/04/2024
304046013,0,BE,04/04/2024
304046014,0,BE,04/04/2024
304046015,0,BE,04/04/2024
304046016,0,BE,04/04/2024
304046017,0,BE,04/04/2024
304046018,0,BE,04/04/2024
304046019,0,BE,04/04/2024
304046020,0,BE,04/04/2024
304046021,0,BE,04/04/2024
304046022,0,BE,04/04/2024
304046023,0,BE,04/04/2024
304046024,0,BE,04/04/2024
304046025,0,BE,04/04/2024
304046026,0,BE,04/04/2024
304046027,0,BE,04/04/2024
304046028,0,BE,04/04/2024
304046029,0,BE,04/04/2024
304046030,0,BE,04/04/2024
304046031,0,BE,04/04/2024
304046032,0,BE,04/04/2024
304046033,0,BE,04/04/2024
304046034,0,BE,04/04/2024
304046035,0,BE,04/04/2024
304046036,0,BE,04/04/2024
304046037,0,BE,04/04/2024
304046038,0,BE,04/04/2024
304046039,0,BE,04/04/2024
304046040,0,BE,04/04/2024
304046041,0,BE,04/04/2024
304046042,0,BE,04/04/2024
304046043,0,BE,04/04/2024
304046044,0,BE,04/04/2024
304046045,0,BE,04/04/2024
304046046,0,BE,04/04/2024
304046047,0,BE,04/04/2024
304046048,0,BE,04/04/2024
304046049,0,BE,04/04/2024
304046050,0,BE,04/04/2024
304046051,0,BE,04/04/2024
304046052,0,BE,04/04/2024
304046053,0,BE,04/04/2024
304046054,0,BE,04/04/2024
304046055,0,BE,04/04/2024
304046056,0,BE,04/04/2024
304046057,0,BE,04/04/2024
304046058,0,BE,04/04/2024
304046059,0,BE,04/04/2024
304046060,0,BE,04/04/2024
304046061,0,BE,04/04/2024
304046062,0,BE,04/04/2024
304046063,0,BE,04/04/2024
304046064,0,BE,04/04/2024
304046065,0,BE,04/04/2024
304046066,0,BE,04/04/2024
304046067,0,BE,04/04/2024
304046068,0,BE,04/04/2024
304046069,0,BE,04/04/2024
304046070,0,BE,04/04/2024
304046071,0,BE,04/04/2024
304046072,0,BE,04/04/2024
304046073,0,BE,04/04/2024
304046074,0,BE,04/04/2024
304046075,0,BE,04/04/2024
304046076,0,BE,04/04/2024
304046077,0,BE,04/04/2024
304046078,0,BE,04/04/2024
304046079,0,BE,04/04/2024
304046080,0,BE,04/04/2024
304046081,0,BE,04/04/2024
304046082,0,BE,04/04/2024
304046083,0,BE,04/04/2024
304046084,0,BE,04/04/2024
304046085,0,BE,04/04/2024
304046086,0,BE,04/04/2024
304046087,0,BE,04/04/2024
304046088,0,BE,04/04/2024
304046089,0,BE,04/04/2024
304046090,0,BE,04/04/2024
304046091,0,BE,04/04/2024
304046092,0,BE,04/04/2024
304046093,0,BE,04/04/2024
304046094,0,BE,04/04/2024
304046095,0,BE,04/04/2024
304046096,0,BE,04/04/2024
304046097,0,BE,04/04/2024
304046098,0,BE,04/04/2024
304046099,0,BE,04/04/2024
304046100,0,BE,04/04/2024
304046101,0,BE,04/04/2024
304046102,0,BE,04/04/2024
304046103,0,BE,04/04/2024
304046104,0,BE,04/04/2024
304046105,0,BE,04/04/2024
304046106,0,BE,04/04/2024
304046107,0,BE,04/04/2024
304046108,0,BE,04/04/2024
304046109,0,BE,04/04/2024
304046110,0,BE,04/04/2024
304046111,0,BE,04/04/2024
304046112,0,BE,04/04/2024
304046113,0,BE,04/04/2024
304046114,0,BE,04/04/2024
304046115,0,BE,04/04/2024
304046116,0,BE,04/04/2024
304046117,0,BE,04/04/2024
304046118,0,BE,04/04/2024
304046119,0,BE,04/04/2024
304046120,0,BE,04/04/2024
304046121,0,BE,04/04/2024
304046122,0,BE,04/04/2024
304046123,0,BE,04/04/2024
304046124,0,BE,04/04/2024
304046125,0,BE,04/04/2024
304046126,0,BE,04/04/2024
304046127,0,BE,04/04/2024
304046128,0,BE,04/04/2024
304046129,0,BE,04/04/2024
304046130,0,BE,04/04/2024
304046131,0,BE,04/04/2024
304046132,0,BE,04/04/2024
304046133,0,BE,04/04/2024
304046134,0,BE,04/04/2024
304046135,0,BE,04/04/2024
304046136,0,BE,04/04/2024
304046137,0,BE,04/04/2024
304046138,0,BE,04/04/2024
304046139,0,BE,04/04/2024
304046140,0,BE,04/04/2024
304046141,0,BE,04/04/2024
304046142,0,BE,04/04/2024
304046143,0,BE,04/04/2024
304046144,0,BE,04/04/2024
304046145,0,BE,04/04/2024
304046146,0,BE,04/04/2024
304046147,0,BE,04/04/2024
304046148,0,BE,04/04/2024
304046149,0,BE,04/04/2024
304046150,0,BE,04/04/2024
304046151,0,BE,04/04/2024
304046152,0,BE,04/04/2024
304046153,0,BE,04/04/2024
304046154,0,BE,04/04/2024
304046155,0,BE,04/04/2024
304046156,0,BE,04/04/2024
304046157,0,BE,04/04/2024
304046158,0,BE,04/04/2024
304046159,0,BE,04/04/2024
304046160,0,BE,04/04/2024
304046161,0,BE,04/04/2024
304046162,0,BE,04/04/2024
304046163,0,BE,04/04/2024
304046164,0,BE,04/04/2024
304046165,0,BE,04/04/2024
304046166,0,BE,04/04/2024
304046167,0,BE,04/04/2024
304046168,0,BE,04/04/2024
304046169,0,BE,04/04/2024
304046170,0,BE,04/04/2024
304046171,0,BE,04/04/2024
304046172,0,BE,04/04/2024
304046173,0,BE,04/04/2024
304046174,0,BE,04/04/2024
304046175,0,BE,04/04/2024
304046176,0,BE,04/04/2024
304046177,0,BE,04/04/2024
304046178,0,BE,04/04/2024
304046179,0,BE,04/04/2024
304046180,0,BE,04/04/2024
304046181,0,BE,04/04/2024
304046182,0,BE,04/04/2024
304046183,0,BE,04/04/2024
304046184,0,BE,04/04/2024
304046185,0,BE,04/04/2024
304046186,0,BE,04/04/2024
304046187,0,BE,04/04/2024
304046188,0,BE,04/04/2024
304046189,0,BE,04/04/2024
304046190,0,BE,04/04/2024
304046191,0,BE,04/04/2024
304046192,0,BE,04/04/2024
304046193,0,BE,04/04/2024
304046194,0,BE,04/04/2024
304046195,0,BE,04/04/2024
304046196,0,BE,04/04/2024
304046197,0,BE,04/04/2024
304046198,0,BE,04/04/2024
304046199,0,BE,04/04/2024
304046200,0,BE,04/04/2024
318163501,1B,BE,04/04/2024
318163502,1B,BE,04/04/2024
318163503,1B,BE,04/04/2024
318163504,1B,BE,04/04/2024
318163505,1B,BE,04/04/2024
318163506,1B,BE,04/04/2024
318163507,1B,BE,04/04/2024
318163508,1B,BE,04/04/2024
318163509,1B,BE,04/04/2024
318163510,1B,BE,04/04/2024
318163511,1B,BE,04/04/2024
318163512,1B,BE,04/04/2024
318163513,1B,BE,04/04/2024
318163514,1B,BE,04/04/2024
318163515,1B,BE,04/04/2024
318163516,1B,BE,04/04/2024
318163517,1B,BE,04/04/2024
318163518,1B,BE,04/04/2024
318163519,1B,BE,04/04/2024
318163520,1B,BE,04/04/2024
318163521,1B,BE,04/04/2024
318163522,1B,BE,04/04/2024
318163523,1B,BE,04/04/2024
318163524,1B,BE,04/04/2024
318163525,1B,BE,04/04/2024
318163526,1B,BE,04/04/2024
318163527,1B,BE,04/04/2024
318163528,1B,BE,04/04/2024
318163529,1B,BE,04/04/2024
318163530,1B,BE,04/04/2024
318163531,1B,BE,04/04/2024
318163532,1B,BE,04/04/2024
318163533,1B,BE,04/04/2024
318163534,1B,BE,04/04/2024
318163535,1B,BE,04/04/2024
318163536,1B,BE,04/04/2024
318163537,1B,BE,04/04/2024
318163538,1B,BE,04/04/2024
318163539,1B,BE,04/04/2024
318163540,1B,BE,04/04/2024
318163541,1B,BE,04/04/2024
318163542,1B,BE,04/04/2024
318163543,1B,BE,04/04/2024
318163544,1B,BE,04/04/2024
318163545,1B,BE,04/04/2024
318163546,1B,BE,04/04/2024
318163547,1B,BE,04/04/2024
318163548,1B,BE,04/04/2024
318163549,1B,BE,04/04/2024
318163550,1B,BE,04/04/2024
318163551,1B,BE,04/04/2024
318163552,1B,BE,04/04/2024
318163553,1B,BE,04/04/2024
318163554,1B,BE,04/04/2024
318163555,1B,BE,04/04/2024
318163556,1B,BE,04/04/2024
318163557,1B,BE,04/04/2024
318163558,1B,BE,04/04/2024
318163559,1B,BE,04/04/2024
318163560,1B,BE,04/04/2024
318163561,1B,BE,04/04/2024
318163562,1B,BE,04/04/2024
318163563,1B,BE,04/04/2024
318163564,1B,BE,04/04/2024
318163565,1B,BE,04/04/2024
318163566,1B,BE,04/04/2024
318163567,1B,BE,04/04/2024
318163568,1B,BE,04/04/2024
318163569,1B,BE,04/04/2024
318163570,1B,BE,04/04/2024
318163571,1B,BE,04/04/2024
318163572,1B,BE,04/04/2024
318163573,1B,BE,04/04/2024
318163574,1B,BE,04/04/2024
318163575,1B,BE,04/04/2024
318163576,1B,BE,04/04/2024
318163577,1B,BE,04/04/2024
318163578,1B,BE,04/04/2024
318163579,1B,BE,04/04/2024
318163580,1B,BE,04/04/2024
318163581,1B,BE,04/04/2024
318163582,1B,BE,04/04/2024
318163583,1B,BE,04/04/2024
318163584,1B,BE,04/04/2024
318163585,1B,BE,04/04/2024
318163586,1B,BE,04/04/2024
318163587,1B,BE,04/04/2024
318163588,1B,BE,04/04/2024
318163589,1B,BE,04/04/2024
318163590,1B,BE,04/04/2024
318163591,1B,BE,04/04/2024
318163592,1B,BE,04/04/2024
318163593,1B,BE,04/04/2024
318163594,1B,BE,04/04/2024
318163595,1B,BE,04/04/2024
318163596,1B,BE,04/04/2024
318163597,1B,BE,04/04/2024
318163598,1B,BE,04/04/2024
318163599,1B,BE,04/04/2024
318163600,1B,BE,04/04/2024
323142701,1A,BE,04/04/2024
323142702,1A,BE,04/04/2024
323142703,1A,BE,04/04/2024
323142704,1A,BE,04/04/2024
323142705,1A,BE,04/04/2024
323142706,1A,BE,04/04/2024
323142707,1A,BE,04/04/2024
323142708,1A,BE,04/04/2024
323142709,1A,BE,04/04/2024
323142710,1A,BE,04/04/2024
323142711,1A,BE,04/04/2024
323142712,1A,BE,04/04/2024
323142713,1A,BE,04/04/2024
323142714,1A,BE,04/04/2024
323142715,1A,BE,04/04/2024
323142716,1A,BE,04/04/2024
323142717,1A,BE,04/04/2024
323142718,1A,BE,04/04/2024
323142719,1A,BE,04/04/2024
323142720,1A,BE,04/04/2024
323142721,1A,BE,04/04/2024
323142722,1A,BE,04/04/2024
323142723,1A,BE,04/04/2024
323142724,1A,BE,04/04/2024
323142725,1A,BE,04/04/2024
323142726,1A,BE,04/04/2024
323142727,1A,BE,04/04/2024
323142728,1A,BE,04/04/2024
323142729,1A,BE,04/04/2024
323142730,1A,BE,04/04/2024
323142731,1A,BE,04/04/2024
323142732,1A,BE,04/04/2024
323142733,1A,BE,04/04/2024
323142734,1A,BE,04/04/2024
323142735,1A,BE,04/04/2024
323142736,1A,BE,04/04/2024
323142737,1A,BE,04/04/2024
323142738,1A,BE,04/04/2024
323142739,1A,BE,04/04/2024
323142740,1A,BE,04/04/2024
323142741,1A,BE,04/04/2024
323142742,1A,BE,04/04/2024
323142743,1A,BE,04/04/2024
323142744,1A,BE,04/04/2024
323142745,1A,BE,04/04/2024
323142746,1A,BE,04/04/2024
323142747,1A,BE,04/04/2024
323142748,1A,BE,04/04/2024
323142749,1A,BE,04/04/2024
323142750,1A,BE,04/04/2024
323142751,1A,BE,04/04/2024
323142752,1A,BE,04/04/2024
323142753,1A,BE,04/04/2024
323142754,1A,BE,04/04/2024
323142755,1A,BE,04/04/2024
323142756,1A,BE,04/04/2024
323142757,1A,BE,04/04/2024
323142758,1A,BE,04/04/2024
323142759,1A,BE,04/04/2024
323142760,1A,BE,04/04/2024
323142761,1A,BE,04/04/2024
323142762,1A,BE,04/04/2024
323142763,1A,BE,04/04/2024
323142764,1A,BE,04/04/2024
323142765,1A,BE,04/04/2024
323142766,1A,BE,04/04/2024
323142767,1A,BE,04/04/2024
323142768,1A,BE,04/04/2024
323142769,1A,BE,04/04/2024
323142770,1A,BE,04/04/2024
323142771,1A,BE,04/04/2024
323142772,1A,BE,04/04/2024
323142773,1A,BE,04/04/2024
323142774,1A,BE,04/04/2024
323142775,1A,BE,04/04/2024
323142776,1A,BE,04/04/2024
323142777,1A,BE,04/04/2024
323142778,1A,BE,04/04/2024
323142779,1A,BE,04/04/2024
323142780,1A,BE,04/04/2024
323142781,1A,BE,04/04/2024
323142782,1A,BE,04/04/2024
323142783,1A,BE,04/04/2024
323142784,1A,BE,04/04/2024
323142785,1A,BE,04/04/2024
323142786,1A,BE,04/04/2024
323142787,1A,BE,04/04/2024
323142788,1A,BE,04/04/2024
323142789,1A,BE,04/04/2024
323142790,1A,BE,04/04/2024
323142791,1A,BE,04/04/2024
323142792,1A,BE,04/04/2024
323142793,1A,BE,04/04/2024
323142794,1A,BE,04/04/2024
323142795,1A,BE,04/04/2024
323142796,1A,BE,04/04/2024
323142797,1A,BE,04/04/2024
323142798,1A,BE,04/04/2024
323142799,1A,BE,04/04/2024
323142800,1A,BE,04/04/2024